text,label
"EXTERNAL: This is an external email received from the Internet.  السلام عليكم ورحمة الله وبركاته طلب صيانه لفيلا ٢٠٠ نساج النرجس حيث ان جدار لم يتم اصلاحه ‫",cracks
"اعاني من رائحة المجاري  والهواء من صفاية الحمام لتمنى التأكد  من الرداد ال ٦ بوصه اللي بمدخل  القراج اتوقع انه معلق ويحتاج للتنظيف والتسليك https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mjfe6cpd405gzx1mjfe6cpe1mjfe6cpf.png",drainage
"تسرب الماء من الخزان العلوي  https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mj8c1a3u405gzx1mj8c1a3v1mj8c1a3w.png",plumbing
"ماصورة تمديد مكيف المجلس مسدودة !!  فضلا وبشكل عاجل ارسال فنيين لاصلاحها. https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mj03tbpw405gzx1mj03tbpx1mj03tbpy.png",ac_ventilation
"السيفون  1 جداري ١ عادي تسريب ماء",plumbing
"عدد ١٠ افياش لاتعمل بشكل جيد",electricity
"حمام الدور الأرضي النسائي  https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mjfu65ov405gzx1mjfu65ow1mjfu65ox.png",plumbing
"السلام عليكم  فضلاً توفير عدد ٢ كرتون للبلاط الداخلي للفلة لوجود عدد من البلاط يحتاج تغييره لمعالجة مشكلة تصريف الحوش الخلفي لفيلا نموذج B",ceramics
"مغسلة المجلس عدم الانتهاء من اعمال الترويبة وجود عدد (٣) بلاط فيها تطبيل",ceramics
"كفرات باب دورة المياه",doors
"مشكلة في نافذة المطبخ",doors_windows
"يوجد تطبيل و كسور في بلاط حمام غرفة الماستر و يوجد رائحة اسمنت لها شهرين ما راحت      شريف",ceramics
"ترويبة بعد الغسيل العميق",drainage
"خزان المياه العلوي غير نظيف وبه مخلفات .",cleaning
"بوية جدران الحوش",paints
"تسريب في حمام رجال",plumbing
"تواصلت مع موظف رتال اللي سلمني الفيلا وتواصلت مع المهندس من قبل شهر ونص إلى الان لم يتواصل معي احد!! ليه كل هذا التأخير",plumbing
"بلاطتين في حمام الغرقة الماستر انفكت وتتحرك، و ايضاً فيه بلاطه في غرفة النوم الماستر، و بلاطتين في الصالة",ceramics
"البلاطه مكسورة",ceramics
"بلاطات غطاء خزان الماء الارضي مكسوره وايضاً الغطاء لايتكسر بالشكل المناسب",tank_cover
"الماصوره تنفك وتهرب مويه وشباك الصاله السفليه يحتاج تغيير شبك حشرات https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mit415nu405gzx1mit415nv1mit415nw.png",plumbing
"شطافات الحمامات كلها خربانه و انتو بكرامه احتاج الى ٦ شطافات جديده",plumbing
"النافذة في الغرفة التي بجانب الغرفة الرئيسية لا تغلق بسكل صحيح https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/miq1ie5w405gzx1miq1ie5x1miq1ie5y.png",doors_windows
"المغسلة بغرفة النوم الرئيسية  فيه خدش https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mieslzkw405gzx1mieslzkx1mieslzky.png",ceramics
"باب الكراج ماينفتح",garage_door
"المفتاح لا يعمل جيدا  https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/miq5u7wz405gzx1miq5u7x01miq5u7x1.png",electricity
"تشققات في الجدار وتقشر في البويه https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/miylmzku405gzx1miylmzkv1miylmzkw.png",cracks
"السلام  عليكم الخزان تم التعبئه والماتور يعمل وبفصل والماء لاينزل الماء لاينزل  نحتاج  إصلاح المضخه  لضمان جريان الماء",pumps
"حمام مدخل الضيوف ،عند استخدام الكرسي وضغط الماء ، يستمر في النزول ولا يتوقف",plumbing
"وزن للباب عشان يمسك وما يفتح من نفسه",doors_windows
"ببلاط الممرات في الدور الاول يوجد به كسور يرجى تغيره",ceramics
"يوجد شقوق بالجدار الخارجي و دهان الخارجي فيه تنفخات و بقايا اسمنت على دهان الجدران الخارجيه  يرجى معالجتها",cracks
"وجود تلف في باب غرفة النوم واود بتغيير الباب كلياً وليس صبغه حيث قد تم صبغه و التلف  واضح واصبح قبيح",doors
"فيه بلاط مكسر",ceramics
"الخزان العلوي يحتاج تغيير لوجود تهريب كما هو موضوح في الفيديو المرفق.  ارجو سرعه التنفيذ",tank_broken
"امبعاث رائحة مجاري من بعض  الحمامات دون سبب بالرغم من صم الماء فيها.",plumbing
"زر باب الكراج لا يستجيب دائمًا ويعلق بعض الاحيان عند ضغطه",garage_door
"بعض الابواب لا تغلق بشكل جيد",doors_windows
"مسار النوافذ العلوية والنافذة الكبيرة السفلية",doors_windows
"علاقات الحمام غير مشدوده",plumbing
"السلام علیکم،  مساء الخير  تم ملاحظة وجود العديد من التشققات الداخلية بالدور الاول والثاني  شکرا لکم",cracks
"لو سمحتو احتاج معالجة تشققات في سور الحوش الخلفي موب صحيح رافع لي اسبوع وما انحل",cracks
"على كامل درج المنزل من اول الدرج حتى السطح كما في الصور المرفقة",plumbing
"السلام عليكم باب الكراج لا يعمل",garage_door
"تسرب في الخزان، الرجاء اتخاذ الاجراء اللازم باسرع وقت لتفادي تبعات انشائيه",plumbing
"المغاسل بعضها لاتعمل الخزان السفلي لايصعد الماء الخزان العلوي وكانت المشكله منذ الاستلام الاولى وقت الاستلام هذي المره الثانيه",plumbing
"خزان المياه العلوي يسرب بسبب وصول المياه لفوق الحد الاعلى (عوامه)",pumps
"كسر بلاطة المغسلة الماستر",ceramics
"عدم تثبيت يد النوافذ بشكل صحيح",doors_windows
"الاضاءة الخارجية على السور تعمل بضعف عكس الباقي",electricity
"لم يتم تركيب مروحة شفط دورة مياه غرفة الخادمة بشكل صحيح",ac_ventilation
"لايوجد مفاتيح",electricity
"لايوجد مفاتيح",electricity
"خزان المياه العلوي يسرب بسبب وصول المياه لفوق الحد الاعلى (عوامه)",pumps
"لياسه الجدار الخلفي",paints
"رفع المضخة ٥ سم عن قاع الخزان لكي لا تسحب الأتربة. إحكام إغلاق غطاء الخزان. تغيير ربلة غطاء الخزان الإنترلوك الخارجي و إحكام إغلاقة لمنع تسرب المياه لداخل الخزان.",plumbing
"وجود بقعه في الجبس  يوضح  تهريب مويه يظهر لي  بمعالجتها  غدا https://retal-objects.yukiroad.ovh/tickets/pictures/msxb1tct405gzw1msxb1tcu1msxb1tcv.png",waterproofing
"التروبية تحتاج صيانه",grading
"تهريب موية من سقف غرفة الماستر",waterproofing
"لدي مشكله في الزوايا وارغب بحل المشكله --",cracks
"السلام عليكم،  يوجد عندي شباك مايفتح في الدور الاول في غرفة الملابس المطله على الشارع. الفتاحة حقت الشباك خربانه عشان كذا مانقدر نفتحها   والله يعافيكم",doors_windows
"دهان اجزاء من الجدار",paints
"توجدة عدة ملاحظات على الترويبة وبعض البلاط للحوش وكذلك البلاط الداخلي",ceramics
"لم يستخدم المنزل بعد!! وجدت في الدور الاول الحمام  كرسي الحمام لا يعمل  وتم التسريب خفيف  والرائحة غير جيده بسبب العطل",plumbing
"ترويبه بين البلاط وبين النعلات",ceramics
"عندي لمبات خربانه عدد 4",electricity
"يوجد تسريب في كرسي دورة المياه العلوي",plumbing
"يوجد روائح كريهة تصدر من الحمام الارضي والحمام بالدور الأول",drainage
"الإضاءة لا تعمل في المجلس https://retal-objects.yukiroad.ovh/tickets/pictures/msertzqj405gzz1msertzqk1msertzql.png",electricity
"روائح كريهة حتى بعد السكن  https://retal-objects.yukiroad.ovh/tickets/pictures/ms9z92cq405gzz1ms9z92cr1ms9z92cs.png",drainage
"عودة مشكلة تشققات الجدران ومشكلة العزل على جدار سبق ان تم عزله عن طريقكم https://retal-objects.yukiroad.ovh/tickets/pictures/msey9hp0405gzz1msey9hp11msey9hp2.png",cracks
"سيفون دوره المياه مايشتغل وفتحه التصريف تبع الحمام تطلع ريحه قويه،، كوع الريحه مافيه غطاء",plumbing
"وجود ريحه بالمطبخ",drainage
"الموية الباردة والحارة معكوسة في اكثر من حمام",plumbing
"مراوح التهويه قليلة الكفاءة",ac_ventilation
"صيانة الغساله الكهربائية تنقط المويه عند عمل الغساله  الغساله تتحرك من مكانها اثناء التشغيل",electricity
"ريحة كريهة في دورات المياه. مشكلة متكررة  شطافات الحمامات تهرب ماء  انسداد في تصريف ماء مغسلة.",drainage
"يجب مراجعة تركيب وتثبيت رابرات جميع الشبابيك واﻻبواب السحاب  The installation and securing of all window and sliding door rubber seals must be inspected",doors_windows
"سيفون كرسي الحمام",plumbing
"عندي اشكالية الخزان الأرضي ما يضخ فوق للاهمية دعمكم",pumps
"السلام عليكم،  يوجد عندي في السطح بعد التكسرات وتحتاج الى تصليح مع رش بوية   الله يعافيكم   https://retal-objects.yukiroad.ovh/tickets/pictures/mseggap1405gzz1mseggap21mseggap3.png https://retal-objects.yukiroad.ovh/tickets/pictures/mseggcnr405gzz1mseggcns1mseggcnt.png https://retal-objects.yukiroad.ovh/tickets/pictures/mseggdi8405gzz1mseggdi91mseggdia.png https://retal-objects.yukiroad.ovh/tickets/pictures/mseggebk405gzz1mseggebl1mseggebm.png",cracks
"تعطل باب الكراج لا يفتح",garage_door
"روائح صرف في الحمامات والمكيفات والمغاسل كذلك انسداد المروح للحمامات ولايخرج الهواء للخارج مكتومه",drainage
"وجود بلاطه مكسوره وترويبه سيئة خلف كرسي الحمام حق غرفة النوم",ceramics
"ريحه في الحمامات والصفايات مليانه حجر تحتاج تنظيف",plumbing
"سلام عليكم عندي انسداد في المجرى مغسلة الرجال عندي ايضاً الترويبة في البيت راحت في عدة اماكن عندي بعض البلاطات فيها كسور وعندي ايضاً الشطافات تهرب موية https://retal-objects.yukiroad.ovh/tickets/pictures/mseaq55r405gzz1mseaq55s1mseaq55t.png https://retal-objects.yukiroad.ovh/tickets/pictures/mseaq6du405gzz1mseaq6dv1mseaq6dw.png",drainage
"فيه ريحة طالعه من الحمامات فقعت قلبي",plumbing
"١-تكسر زجاج حمام الصاله العلويه ، ٢-وكذلك دخول غيار من باب الفيلا الداخلي،٣- وتعطل باب الكراج عن الفتح https://retal-objects.yukiroad.ovh/tickets/pictures/msbtppbg405gzz1msbtppbh1msbtppbi.png https://retal-objects.yukiroad.ovh/tickets/pictures/msbtpqnw405gzz1msbtpqnx1msbtpqny.png https://retal-objects.yukiroad.ovh/tickets/pictures/msbtprbn405gzz1msbtprbo1msbtprbp.png",doors_windows
"‏أحتاج كهربائي عشان يركب الاسلاك داخل الحمامات للنبات اللي موجود ￼ خمس حمامات ويمكن يحتاج يجيب الاسلاك عشان يسوي التركيب من فوق البطن حق الكهرباء اللي موجود حق الجدار ￼",electricity
"لدي مشكله وزن في باب الالكتروني باب الكراج",garage_door
"قفلت مسكة الالمنيوم لم يتم تركيبها من الاسفل لنافذة المطبخ ونافذة الممر في الدور الاول",doors_windows
"سيفون غرفه الماستر لا يعمل",plumbing
"1/يوجد ايضاً عطل في كهرب غرفه 3و 4 بالدور الاول  2/شباك غرفة ماستر تم التنبيه على تغيير الشباك ولم يتم التغيير ولا زالت المشكله  ‫3/ تغطية التراب على خرطوم الماء بالحديقة الخلفيه لعدم تضرر من الشمس  4 / تغطية الاسلاك بالسطح بالبحص لحمايتها من الشمس",electricity
"يوجد طلب مسبق لإختلاف لون مغسلة غرفة النوم الرئيسية، وتم التواصل معي من قبل الصيانه واتضح ان الطلب مغلق لعدم الرد ، المطلوب تنظيف او تغيير المغسله",doors_windows
"روائح من الحمام سيفون الحمام خربان",plumbing
"باب الزجاج الي في الدور الثالث البلكونه مكسور  باب السحب",doors_windows
"‏أحتاج كهربائي عشان التركيب حق الفرن يقصون الرخام",electricity
"وجود مشكله في اقفال ابواب السحب الالمنيوم لا تقفل وكذلك ميزان باب الالمنيوم  ووجود رائحة في الحمام الارضي ووجود نمل في الذور الارضي في المنزل",doors_windows
"يوجد شقوق واضحة على حافة السطح العلوي وانفصال الاسمنت كما يوجد تسرب بالمياه عند شبكة المياه بجانب الخزان العلوي كما أن مراوح الشفط لا تعمل  https://retal-objects.yukiroad.ovh/tickets/pictures/msctnnbm405gzz1msctnnbn1msctnnbo.png https://retal-objects.yukiroad.ovh/tickets/pictures/msctnt9x405gzz1msctnt9y1msctnt9z.png https://retal-objects.yukiroad.ovh/tickets/pictures/msctnxuc405gzz1msctnxud1msctnxue.png",cracks
"تسريب شديد بسقف المجلس",waterproofing
"مشكله بالميول  وتطبيل واضح في بلاطه بالدور الاول https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mistnky5405gzx1mistnky61mistnky7.png",grading
"تسريب على الدرج من حمام الغرفة الرئيسية https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mibw011z405gzx1mibw01201mibw0121.png",plumbing
"سبق اصلاح تسريب الماء من السيفون والان عاد للتسريب في دورة مياه مجلس الدور الارضي",plumbing
"رائحة كريهة في الحمامات",drainage
"EXTERNAL: This is an external email received from the Internet.  السلام عليكم ورحمة الله وبركاته أرجو منكم معالجة الملاحظات التاليه  1- معالجة الارضيه وترويبته. تم رفعها سابقا ولم تتم المعالجه. ٢- صبغ الجدار بالكامل، التشوهات بطبقات الجدار لم تعالج التشوه. تم رفعها مسبقا ولم يتم معالجتها بحجة عدم توفر البويه. ٣- لم يتم تسليم كامل المفتاح لفتح غطاء الخزان",grading
"يوجد الكثير من البلاطات المكسورة والمعالجة بطريقة غير جيدة  https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mierj049405gzx1mierj04a1mierj04b.png",ceramics
"التمديد صاير خارجي وخطير ع الماره في الفناء الخلفي https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mikbrwrr405gzx1mikbrwrs1mikbrwrt.png",electricity
"١- يوجد اتربه في   ومخلفات بناء في  الخزان العلوي والسفلي.. يوجد مخلفات بناء في تصريف دوارات المياه.    ٢- غطاء الخزلن الارضي تالف    ٣- لايوجد مفتاح غطاء الخران الارضي",cleaning
"الكراج يفتح ويسكر بدون اي أوامر له  لحاله فجأة مفتوح  وهذا خطر جدا",garage_door
"تمديد الكاميرا مغلق ، احتاج حبل يوضح مسار السلك .",plumbing
"نمل منتشر في كامل البيت",pest_control
"يوجد ٣ شطافات حمامات لاتعمل ويوجود بها تهريب",plumbing
"يوجد انسداد المياه لا يتم تصريفها من دورة المياة",drainage
"الهوايات في دورة المياه الثالة الدور الارضي ودورة مياه الغرفتين في الدور الاول تصدر اصوات مزعجة   ومجرى تسليك مياه مكيف الغرفة الرئيسية مسدود",ac_ventilation
"لمبات الدرج",electricity
"لا يمكن اغلاق النافذة",doors_windows
"‏يوجد رائحة كريهه من دورات المياه كما أن الأبواب الألمنيوم لا تغلق ‏بشكل تام",drainage
"مراوح الشفط تطلع صوت",plumbing
"يوجد فتحات بالالمنيوم للشبابيك وايضا بعض الجدران تحتاج معالجه واعادة صبغ وافياش كهرباء لم تركب بشكل ثابت  ولمبات تحتاج تغيير",doors_windows
"تم رفع تذكرة يوم الخميس الماضي لمعالجة المشكلة الحاصله في دورة المياه الواقعه في السطح حيث انها تصدر رؤائح كريهة وتم الحضور ومعالجتها وتم إبلاغي ان يتم استعمالها بعد ٢٤ ساعة وبعد الاستعمال الروائج مازالت مستمره",drainage
"٦ بلاطات داخليه تحتاج تغيير  . نحتاج موعد يوم السبت",ceramics
"المياه مسدوده عند مغسلة المجلس https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mioj4656405gzx1mioj46571mioj4658.png",drainage
"يوجد روائح كريهة بالحمامات وأرجو الموعد يكون يوم السبت الساعه ١١ صباحا",drainage
"تسريب في شطارات المياه ٣ مرات غيرتها ارجوا ايجاد شركة ممتازة",plumbing
"يوجد رائحة كريهة بالحمامات",drainage
"الجبس خربان  بالاضافة عندي جدار فوق تشقق واضح مخيف  https://retal-objects.yukiroad.ovh/tickets/pictures/msm9t2a5405gzw1msm9t2a61msm9t2a7.png https://retal-objects.yukiroad.ovh/tickets/pictures/msm9t6hw405gzw1msm9t6hx1msm9t6hy.png",paints
"تسريب ماء في مغسلة المطبخ   https://retal-objects.yukiroad.ovh/tickets/pictures/msx6qpdd405gzw1msx6qpde1msx6qpdf.png",plumbing
"رائحة كريهة  تخرج من هذه الفتحات في المطبخ  بدات من اليوم الاحد بتاريخ هذه التذكرة https://retal-objects.yukiroad.ovh/tickets/pictures/msbzd56e405gzz1msbzd56f1msbzd56g.png",drainage
"نحتاج كهربائي  وسباك",electricity
"انسداد في فتحة تصريف حمام الماستر روم",drainage
"مصدر ماسورة الحوش الأمامي",plumbing
"التمديد صاير خارجي وخطير ع الماره في الفناء الخلفي https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mikbsalh405gzx1mikbsali1mikbsalj.png",electricity
"يوجد رائحة كريهة وسيئة تطلع من فتحات الصرف والتفتيش و خصوصاً في الدور ٣ و في اكثر من حمام بعد. الرجاء حل الاشكالية عاجلاً.",drainage
"غطاء الخزان الارضي لا يمكن إغلاقه بأي حال من الأحوال لعدم وجود ( حلق ) أو ( رقبة ) لغطاء الخزان",plumbing
"٢ فيش الكهرباء في غرفة النوم  لايعمل",electricity
"رخام المغاسل عندي مكسوره ومدهونه  https://retal-objects.yukiroad.ovh/tickets/pictures/msyla1pt405gzw1msyla1pu1msyla1pv.png https://retal-objects.yukiroad.ovh/tickets/pictures/msyla2yt405gzw1msyla2yu1msyla2yv.png https://retal-objects.yukiroad.ovh/tickets/pictures/msyla3hq405gzw1msyla3hr1msyla3hs.png",ceramics
"باب سطح الخدمات يوجد به فتحة وغير معزول باب مدخل المنزل الجانبي يوجد به فتحة وغير معزول",doors_windows
"يوجد رائحة مزعجة وتم رفع طلب اكثر من ٣ مرات ولا تزال الرائحة موجودة",drainage
"اغلب الاجهزه الالكترونيه لما اشبكها في الكهرب تخرب علما انها ٢٢٠",electricity
"تركيب  قفل وكيلون باب غرفة جديد   ،،الباب اذا اغلق لايفتح والسبب الكيلون",doors
"البلاط نازل",ceramics
"تهريب  ماء الى  للمنزل",waterproofing
"خلف باب الحمام المشترك بالدور الاول يوجد كسر بالبلاط",ceramics
"لياسة ودهان مكان التكسير الخاص بتمديدات اسلاك النت من قبل فريق الكهرباء لديكم وايضا معالجة جدران الحوش",paints
"ميول في الارتداد وسبق رفع تذكره",grading
"شبك حماية اعلى الخزان الارضي",plumbing
"انسداد في الفتحات الخاصة بتمديد اسلاك الكاميرات الخارجية",electricity
"تجمع مياه في بلاط الحوش الخارجي بسبب سوء الميلان للبلاط",grading
"انسداد في دورة المياة التواصل مع الرقم وقت الزيارة ‭+٩٦٦ ٥٩ ٤٢٩ ٩٧٧٩‬",plumbing
"وجود كميات كبيره من الحصى في فتحت التصريف من ما تسبب بخروج روائح كريهه + مشكله في كرسي الافرنجي . https://retal-objects.yukiroad.ovh/tickets/pictures/msk3c440405gzw1msk3c4411msk3c442.png",plumbing
"شبك حماية اعلى الخزان الارضي",plumbing
"باب الكراج يوجد به ميول، ايضا لا يتم اغلاقه بشكل سليم.",garage_door
"تشققات بالجدار الداخلي والخارجي",cracks
"وجود راحه كريه صادره مدوره المياه.  ولا يعرف السبب.",drainage
"شحره  تالف تحتاج اعاده زراعه",doors_windows
"السلام عليكم، استبدال تلف غطاء الخزان الارضي الشكر لكم https://retal-objects.yukiroad.ovh/tickets/pictures/msm3k7n8405gzw1msm3k7n91msm3k7na.png",tank_cover
"وجود رطوبة بالجدران",paints
"المكيف فيه تسريب مويه الرجاء اصلاحها ضروري مأثره على اثاث",ac_ventilation
"يوجد تسريب مياة بسبب الامطار في ابواب الزجاج السحب ونوافذ الالمنيوم",waterproofing
"باب الكراج يوجد به ميول، ايضا لا يتم اغلاقه بشكل سليم.",garage_door
"تذكره سابقه مدخل الكراج البويه متقشره",paints
"انسداد في تصريف  كوع المطبخ الرجاء معالجتها في اقرب وقت ممكن",drainage
"يوجد رائحة كريهة في احد الحمامات ويحتاج الى تنظيف فتحات التصريف او معالجة مشكلة موجودة",drainage
"لم يتم عزل سلك الكهرب للطبلون",electricity
"يوجد رائحة في احد المكيفات",plumbing
"السلام عليكم ورحمة اللّهُ وبركاته اعزائي الكرام في رتال ١- توجد انسدادات في مواصير الصرف الصحي وبعد الكشف تبين وجود مخلفات بناء مما تسبب في ظهور حشرات وروائح محرجة وكذلك منسوب المياه في اكواع الرائحة غير متزن فالماء ليس مرتفع كفاية ليمنع الحشرات والرائحة الكريهة. ٢-وكذلك جميع النوافذ والنوافذ المنزلقة وبعض الابواب الخشبية لا تغلق بشكل جيد تسببت بوجود فئران وحشرات وغبار وهذه افات لا يجب التهاون في التعامل معها. ٣-وتبين أيضاً ان مغسلة حمام الصالة الداخلية والخارجية و مغسلة غرفة النوم الرئيسية ينقصها ديكورات مثل الموجود في فيلا العرض وتأكد ذلك بعد زيارة عدد من فلل الجيران. وأيضاً ترجد مغسلة بها خدوش من يوم الاستلام ولم يتم تغييرها وسبق ان رفعنا طلب ولم يتم التغيير. ٤- غطاء خزان الماء السفلي لا يغلق وهو شبه مكشوف طوال الوقت وحلق الخزان به رطوبه ولا يوجد به عزل وهذا قد يتسبب بضعف حلق الخزان وهبوط التربة واضرار قد تصل للخزان مستقبلا لا سمح اللّٰه نرجو الاطلاع على الصور المرفقة نرجوا تعاونكم وشكرا لكم. https://retal-objects.yukiroad.ovh/tickets/pictures/ms7kd457eey3l1ms7kd4581ms7kd459.png htt",plumbing
"تسرب من احد الأنابيب في السطح يحتاج صيانة عاجلة. شكراً  https://retal-objects.yukiroad.ovh/tickets/pictures/mslosunr405gzw1mslosuns1mslosunt.png",plumbing
"طلب تضويق الشبابيك من اجل سلامة الاطفال",doors_windows
"مروحة الشفط في غرفة الخادمة تسريب من شباك غرفة السطح تسريب من شباك غرفة الخادمة باب الكراج فيه مشكله باب المدخل الرئيسي يحتاج تبديل بالكامل لوجود تلف لا يمكن معالجته باب غرفة النوم الرئيسية تحتاج تبديل بالكامل لوجود تلف لا يمكن معالجته ترويب انترلوك مدخل الشارع ( الارضيات ) يوجد ميول في رصيف الشارع عند الباب الرئيسي للڤيلا بما يتسبب بتجمع مياه الامطار عند الباب وجود مشاكل في غطاء الخزان الارضي بما لا يجعله يعمل بالشكل الصحيح وجود مشاكل في الدرج كما في الصورة ويحتاج اصلاح وترويب",ac_ventilation
"جدران الاحواش فيها تمايل مع بوية غريبه",structural
"جدران الاحواش فيها تمايل مع بوية غريبه",cracks
"غطاء تصريف موية المجاري في غرفة التفتيش مكسور",drainage
"غطاء تصريف موية المجاري في غرفة التفتيش مكسور",drainage
"مشكلة في غطاء خزان الماء العلوي",tank_cover
"صيانة حساس",electricity
"الباب الكراج الكهربائي لا يعمل",garage_door
"تم تبديل أقفال الأبواب(الكيلون) بالخطأ في الصيانة الماضية، ولم يتم تركيب بديل للقفل الذي تم تغييره",doors_windows
"سلك الكاميرا الخارجية  cat 6 لايمكن سحبه",electricity
"يوجد تمديدات مسدوده وايضاً تصريف مياه المكيفات",electricity
"تهريب مويه من مغسلة المجلس",plumbing
"رائحة كريهة في دورة مياه الماستر!",plumbing
"Living room AC stopped working.",ac_ventilation
"كرسي الحمام يحتاج العادة تثبيت مع الغطاء متحرك",plumbing
"يوجد عدد ٤ نوافذ المنيوم لاتفتح اطلاقاً او يوجد تسريب هواء وماء",doors_windows
"تحية طيبة ،، بعد نزول المطر  تدخل المياه للفيلا عبر بعض الابواب والنوافذ. ويمكن التواصل على هذا الرقم 0551385515",waterproofing
"تقشر البويه في الدرج",paints
"يوجد مشكله عندي في عدد ٢ باب داخلي",doors
"رائحة دورات المياه خاصة ماستر ٢ وقد يعود السبب الى انسداد الهواية وعدم خروج الهواء الى الخارج اتمنى حل هذه المشكله المتكرره وشكراً",drainage
"عطل مروحة الشفط في المطبخ و حمام الصالة للملحق العلوي. عطل أحد الإضاءات الخارجية في السطح العلوي  https://retal-objects.yukiroad.ovh/tickets/pictures/msllrhff405gzw1msllrhfg1msllrhfh.png https://retal-objects.yukiroad.ovh/tickets/pictures/msllrj8v405gzw1msllrj8w1msllrj8x.png",plumbing
"يوجد تهريب ماء من المكيف الكونسيلد داخل المنزل. ايضا المكيفات دفع الهواء ضعيف ولاتبرد ارجو ارسال فني الصيانه باسرع وقت مشكورين قبل يخرب الجبس. شكرا",ac_ventilation
"احد الحمامات فيها روائح",plumbing
"السلام عليكم  - احتاج بويه بالحوش لانكم سويتوا لي عزل وشغلكم ممتاز  ولكن صار فيه فرق بالبوية خرب شكل الحوش بالكامل - واحتاج عزل المزراب  https://retal-objects.yukiroad.ovh/tickets/pictures/msdcdxwh405gzz1msdcdxwi1msdcdxwj.png https://retal-objects.yukiroad.ovh/tickets/pictures/msdcdzkd405gzz1msdcdzke1msdcdzkf.png https://retal-objects.yukiroad.ovh/tickets/pictures/msdce0zd405gzz1msdce0ze1msdce0zf.png",paints
"تم تغيير باب مدخل مجلس الرجال سابقا بهذا الشكل وحاولت تنظيفة ولم يذهب هذا اللون على الباب الرجاء إيجاد حل له وشكرا. الموعد يكون يوم السبت ١٥/٨/٢٠٢٦ بعد الساعة ١٢مساء. https://retal-objects.yukiroad.ovh/tickets/pictures/msll6v8l405gzw1msll6v8m1msll6v8n.png https://retal-objects.yukiroad.ovh/tickets/pictures/msll6x5f405gzw1msll6x5g1msll6x5h.png",doors_windows
"السلام عليكم  يوجد مشكلة في الجدران",cracks
"وجود تهريب في شطاف عدد اثنين ،،العوامه لا تعمل لا يوجد ماء بالخزان العلوي",plumbing
"عزل الجدار  لجميع السور دار ما دار  للفلة حيث ان البوية تقشرت وتساقطت عزل + بوية",waterproofing
"جهاز الانتركوم الخارجي لا يعمل ارجو استبداله في اقرب وقت ممكن   شاكرلكم",electricity
"تبديل مروحه  خلل في ميزانية ادراج المطبخ عند الفتح",ac_ventilation
"رخام المغاسل يحتاج وزنية وترتيب",doors_windows
"مروحة الشفط في غرفة الخادمة تسريب من شباك غرفة السطح تسريب من شباك غرفة الخادمة باب الكراج فيه مشكله باب المدخل الرئيسي يحتاج تبديل بالكامل لوجود تلف لا يمكن معالجته باب غرفة النوم الرئيسية تحتاج تبديل بالكامل لوجود تلف لا يمكن معالجته ترويب انترلوك مدخل الشارع ( الارضيات ) يوجد ميول في رصيف الشارع عند الباب الرئيسي للڤيلا بما يتسبب بتجمع مياه الامطار عند الباب وجود مشاكل في غطاء الخزان الارضي بما لا يجعله يعمل بالشكل الصحيح وجود مشاكل في الدرج كما في الصورة ويحتاج اصلاح وترويب",ac_ventilation
"باب الفلة الداخلي يحتاج ميزان",doors_windows
"نص كهربا البيت طافيه",electricity
